timestamp,time_epoch,eth_src,eth_dst,packet_size,ttl,tlv_count,label,inter_frame_delta,packet_rate_inst,packet_rate_win,ttl_dev,ttl_anom_flag,tlv_density,is_lldp_mc,age_since_first,size_z_src,burstiness_cv,time_delta,packet_rate,t_bin,count_win
1762167427.658186,1.762167427,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,,,25.4,0,0,0.08333333333333333,1,0.0,,,0.0,1,1,762.0
1762167427.658186,1.762167427,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,,,25.4,0,0,0.08333333333333333,1,0.0,,,0.0,1,1,762.0
1762167427.850432,1.762167427,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,0.0,,,0.1922459602355957,2,1,762.0
1762167427.850432,1.762167427,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,0.0,,,0.1922459602355957,2,1,762.0
1762167428.494333,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,9.99999860695766e-10,1000000139.3042533,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,,0.6439011096954346,3,1,762.0
1762167428.494333,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,9.99999860695766e-10,1000000139.3042533,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,,0.6439011096954346,3,1,762.0
1762167428.494333,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,9.99999860695766e-10,1000000139.3042533,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,0.9128709291752769,0.6439011096954346,3,1,762.0
1762167428.586251,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.0954451150103324,0.0919179916381836,4,1,762.0
1762167428.586251,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.2472191289246473,0.0919179916381836,4,1,762.0
1762167428.586251,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.3801311186847083,0.0919179916381836,4,1,762.0
1762167428.822262,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.5,0.2360110282897949,5,1,762.0
1762167428.822262,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.6101529717988263,0.2360110282897949,5,1,762.0
1762167428.822262,1.762167428,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,9.99999860695766e-10,,1.7126976771553508,0.2360110282897949,5,1,762.0
1762167429.102244,1.762167429,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,1.999999943436137e-09,,1.477097891752003,0.2799818515777588,6,1,762.0
1762167429.102244,1.762167429,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,1.999999943436137e-09,,1.3165611772087793,0.2799818515777588,6,1,762.0
1762167429.654417,1.762167429,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,1.999999943436137e-09,,1.3922864426767843,0.5521731376647949,7,1,762.0
1762167429.654417,1.762167429,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,1.999999943436137e-09,,1.463850109422813,0.5521731376647949,7,1,762.0
1762167430.150202,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.3333333333333466,0.4957849979400635,8,1,762.0
1762167430.150202,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.2320134507614657,0.4957849979400635,8,1,762.0
1762167430.150202,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.1504474832710678,0.4957849979400635,8,1,762.0
1762167430.150202,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,1.000000082740371e-09,999999917.2596358,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.0829771494232299,0.4957849979400635,8,1,762.0
1762167430.226107,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.1342617456312125,0.0759048461914062,9,1,762.0
1762167430.226107,1.76216743,00:00:5e:00:01:01,01:80:c2:00:00:0e,60,120,5,normal,0.0,,25.4,0,0,0.08333333333333333,1,3.000000026176508e-09,,1.1832159566199347,0.0759048461914062,9,1,762.0
