packet_rate_win,age_since_first,tlv_density,ttl_dev,ttl_anom_flag,label
1.8744004878183547,-0.20895430367496207,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20895430367496207,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20892175249577263,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2088892013093554,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2088892013093554,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2088892013093554,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2088892013093554,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20885665012293814,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20882409894374873,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20882409894374873,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20882409894374873,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20879154775733147,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20879154775733147,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20879154775733147,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20875899657814204,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20875899657814204,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20875899657814204,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.20875899657814204,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2087264453917248,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2087264453917248,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2087264453917248,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2087264453917248,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
1.8744004878183547,-0.2087264453917248,-0.6641685669780519,0.10204730733686043,-0.3297422928556809,normal
